,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,SCALED_SCORE
4752,1,1,0,0,382500.0,2,1,1,3,-11960,-4174,1,0,0,0,17,2.0,5.0
4753,0,0,0,0,171000.0,4,4,1,1,-17508,-1648,1,0,0,0,8,2.0,5.0
4755,0,1,0,0,225000.0,4,4,4,1,-12522,-613,1,1,0,0,8,1.0,5.0
4756,1,0,0,0,225000.0,4,1,1,1,-13231,-3139,1,1,1,0,14,2.0,5.264705882352941
4757,0,1,0,0,157500.0,2,4,1,1,-17081,-2927,1,0,1,0,17,2.0,5.466666666666667
4758,0,1,0,0,225000.0,4,4,3,1,-13417,-3931,1,1,1,0,0,1.0,5.375
4760,0,1,0,2,121500.0,0,4,1,1,-11023,-2652,1,1,0,0,8,4.0,5.0
4761,0,0,0,1,180000.0,4,4,1,1,-14167,-735,1,0,1,0,8,3.0,5.859649122807017
4763,1,0,0,0,270000.0,4,4,2,5,-13288,-1160,1,1,0,1,14,1.0,5.944444444444445
4764,0,0,0,0,103500.0,2,4,0,1,-14719,-4082,1,0,0,0,3,2.0,5.851851851851852
4765,0,0,0,0,112500.0,4,4,1,5,-19723,-1191,1,0,1,0,17,2.0,5.911764705882353
4766,0,1,0,0,90000.0,4,1,3,1,-15969,-5483,1,1,1,0,3,1.0,5.0
4767,0,0,0,1,162000.0,4,2,0,1,-12580,-3109,1,1,1,0,3,3.0,5.842105263157895
4768,0,0,0,0,90000.0,4,4,1,2,-19171,-429,1,0,0,0,8,2.0,5.0
4769,0,0,0,1,90000.0,4,4,1,2,-15655,-1191,1,0,0,0,14,3.0,5.0
4770,0,1,0,0,202500.0,0,4,0,5,-14228,-5330,1,0,1,0,17,2.0,5.0
4771,1,1,0,2,292500.0,2,4,1,5,-15583,-6031,1,0,1,0,4,4.0,5.0
4773,0,1,0,0,225000.0,4,1,1,1,-20264,-2531,1,1,1,0,0,2.0,5.1
4774,0,1,0,0,148500.0,0,1,1,1,-12655,-2043,1,1,0,0,6,2.0,5.586206896551724
4775,0,0,0,1,90000.0,4,4,3,1,-18878,-3351,1,0,1,0,14,2.0,5.6
4776,0,1,0,1,184500.0,4,1,2,5,-13438,-4447,1,1,0,0,3,2.0,5.0
4777,0,0,0,0,81000.0,4,4,1,1,-19579,-309,1,0,0,0,8,2.0,5.0
4778,0,1,0,0,135000.0,4,4,4,1,-23224,-3382,1,1,1,0,3,1.0,5.714285714285714
4780,0,1,0,0,189000.0,0,4,1,1,-17864,-705,1,1,0,0,6,2.0,6.0
4781,0,1,0,1,171000.0,4,4,0,1,-14017,-6488,1,1,1,0,11,3.0,5.0
4783,0,1,0,0,180000.0,2,4,3,1,-17748,-8375,1,1,1,0,3,1.0,5.0
4784,0,0,0,0,270000.0,2,4,2,1,-19363,-12332,1,0,1,1,11,1.0,5.421052631578948
4785,0,0,0,0,225000.0,4,1,3,1,-10809,-3900,1,0,1,0,8,1.0,4.954545454545454
4786,0,0,0,0,72000.0,4,4,3,1,-18799,-1466,1,1,0,0,1,1.0,5.6
4787,0,1,0,0,315000.0,4,1,1,1,-13592,-3504,1,0,1,1,0,2.0,5.428571428571429
4788,0,0,0,0,108000.0,4,4,2,1,-20002,-187,1,1,1,1,8,1.0,5.72093023255814
4789,1,1,0,0,112500.0,4,4,1,1,-17679,-2592,1,1,0,0,14,2.0,5.777777777777778
4790,0,0,0,0,67500.0,4,4,1,1,-18549,-1160,1,1,0,0,17,2.0,5.590909090909091
4791,1,0,0,0,193500.0,4,4,1,1,-17257,-886,1,0,0,0,16,2.0,5.4
4792,0,0,0,0,54000.0,4,4,0,1,-14415,-1801,1,1,0,0,8,2.0,5.833333333333333
4794,0,1,0,0,135000.0,0,1,1,1,-11616,-825,1,1,1,1,6,2.0,5.868421052631579
4795,0,0,0,0,135000.0,4,4,1,1,-10788,-2927,1,0,0,0,14,2.0,5.897435897435898
4796,0,0,0,0,72000.0,4,4,3,1,-10968,-126,1,1,1,0,14,1.0,5.0
4797,0,1,0,0,247500.0,2,1,3,1,-16918,-4174,1,1,0,0,10,1.0,5.0
4799,0,0,0,2,112500.0,4,4,1,1,-10297,-735,1,0,1,0,17,4.0,4.875
4800,0,0,0,0,121500.0,2,1,1,1,-22014,-5239,1,1,0,0,0,2.0,5.7368421052631575
4801,0,0,0,0,180000.0,4,4,3,1,-11687,-978,1,1,0,0,0,1.0,5.0
4803,0,0,0,0,90000.0,2,1,0,3,-19872,-4509,1,1,0,0,17,2.0,5.0
4804,1,1,0,0,126000.0,4,4,1,1,-20116,-248,1,1,0,0,8,2.0,5.0
4805,1,1,0,0,112500.0,0,1,1,1,-21013,-2196,1,1,0,0,17,2.0,5.588235294117647
4807,0,0,0,0,94500.0,4,4,1,1,-18713,-3627,1,1,0,0,17,2.0,5.773584905660377
4808,0,1,0,0,112500.0,2,4,1,1,-21842,-3869,1,0,0,0,6,2.0,5.666666666666667
4811,0,0,0,0,157500.0,4,1,2,1,-18843,-3474,1,1,1,0,6,1.0,5.0
4812,0,0,0,2,67500.0,4,4,1,2,-13891,-248,1,1,1,0,3,4.0,5.39622641509434
4813,0,1,0,0,67500.0,4,4,1,2,-14902,-1831,1,0,0,0,14,2.0,5.0
4814,1,0,0,0,180000.0,4,1,1,1,-14344,-3443,1,0,0,0,8,2.0,5.466666666666667
4815,1,0,0,0,112500.0,0,4,3,1,-8652,-552,1,1,0,0,16,1.0,5.0
4816,0,0,0,1,36000.0,4,4,1,4,-13160,-5543,1,1,0,0,8,3.0,5.0
4817,0,0,0,2,315000.0,0,1,1,1,-12932,-309,1,1,1,0,10,4.0,5.0
4818,0,0,0,2,180000.0,4,1,2,1,-16294,-217,1,1,1,0,17,3.0,5.95
4819,0,0,0,1,112500.0,4,4,4,1,-19931,-1313,1,0,0,0,17,2.0,5.2727272727272725
4820,1,1,0,0,225000.0,4,4,3,1,-8958,-217,1,1,1,0,4,1.0,5.0
4822,1,0,0,1,126000.0,4,4,1,1,-11041,-1160,1,1,1,0,17,3.0,5.0
4823,0,1,0,0,315000.0,4,1,1,0,-13064,-2286,1,1,0,0,11,2.0,5.764705882352941
4824,0,1,0,0,180000.0,4,4,1,1,-18341,-5574,1,1,1,0,8,2.0,5.857142857142857
4825,0,0,0,1,135000.0,4,1,2,1,-13108,-2043,1,0,1,0,3,2.0,5.853658536585366
4826,0,1,0,0,157500.0,4,2,3,1,-11406,-3078,1,1,0,0,10,1.0,5.352941176470588
4827,0,0,0,0,202500.0,0,1,1,1,-11309,-2713,1,1,0,0,14,2.0,5.836734693877551
4828,0,1,0,0,112500.0,2,4,1,1,-11664,-460,1,1,1,0,3,2.0,5.0
4829,1,0,0,0,90000.0,4,4,3,5,-8919,-947,1,0,0,0,8,1.0,5.545454545454546
4830,1,0,0,1,157500.0,4,4,1,1,-10825,-2074,1,1,0,0,17,3.0,5.25
4831,1,0,0,0,157500.0,4,4,1,1,-13077,-1525,1,1,0,0,4,2.0,5.0
4832,1,1,0,0,315000.0,0,4,0,1,-14011,-978,1,0,0,0,10,2.0,5.538461538461538
4833,0,1,0,2,112500.0,4,4,1,1,-11870,-1497,1,1,1,0,14,4.0,5.363636363636363
4834,0,0,0,0,112500.0,0,4,1,1,-15002,-1466,1,1,1,0,8,2.0,5.882352941176471
4835,0,1,0,0,247500.0,4,1,1,1,-15858,-1801,1,1,0,0,8,2.0,5.0
4836,1,0,0,1,157500.0,4,1,2,5,-10862,-1160,1,1,1,0,8,2.0,5.0
4837,1,1,0,0,306000.0,4,1,1,1,-13053,-2866,1,1,0,0,0,2.0,5.666666666666667
4838,0,0,0,0,99000.0,0,4,3,1,-16378,-370,1,1,0,0,3,1.0,5.786885245901639
4839,1,1,0,0,180000.0,4,4,1,1,-9586,-1070,1,0,0,0,8,2.0,5.0
4840,0,1,0,2,90000.0,4,4,1,1,-13135,-3657,1,1,1,0,6,4.0,5.615384615384615
4841,0,0,0,0,261000.0,0,2,1,1,-10028,-1070,1,1,0,0,17,2.0,5.176470588235294
4842,1,1,0,0,144000.0,4,4,1,1,-14767,-613,1,1,0,0,4,2.0,6.0
4844,0,0,0,0,67500.0,4,4,0,1,-15563,-309,1,0,0,0,2,2.0,5.15
4846,1,0,0,0,157500.0,0,4,0,2,-14697,-2470,1,1,0,0,16,2.0,5.071428571428571
4847,1,0,0,0,130500.0,4,4,3,5,-11873,-3504,1,0,0,0,8,1.0,5.0
4848,0,0,0,0,144000.0,4,4,1,1,-19984,-4662,1,0,1,0,17,2.0,5.285714285714286
4849,0,0,0,0,315000.0,0,4,2,1,-17617,-3262,1,1,1,1,12,1.0,5.0
4850,0,0,0,0,234000.0,4,4,4,1,-21932,-10232,1,1,0,0,8,1.0,5.8
4852,0,1,0,0,135000.0,4,4,1,1,-19010,-6761,1,1,1,0,1,2.0,5.0
4853,1,0,0,1,99000.0,4,4,3,1,-17876,-5239,1,0,0,0,8,2.0,6.0
4854,0,0,0,0,58500.0,4,4,1,1,-13769,-582,1,0,1,0,16,2.0,5.684210526315789
4855,1,1,1,0,180000.0,2,1,3,1,-8190,-886,1,0,0,1,17,1.0,5.625
4856,1,1,1,2,225000.0,4,4,1,1,-10796,-2531,1,1,0,0,8,4.0,5.615384615384615
4857,1,1,1,0,247500.0,4,4,1,1,-14567,-7369,1,1,0,0,8,2.0,5.235294117647059
4858,0,0,1,0,112500.0,4,4,1,5,-16047,-1405,1,0,0,0,14,2.0,5.7
4859,0,0,1,0,126000.0,4,4,2,1,-21646,-1283,1,1,1,0,1,1.0,5.833333333333333
4860,0,0,0,1,202500.0,4,4,1,1,-12047,-3443,1,0,0,0,10,3.0,5.285714285714286
4861,1,1,1,1,270000.0,4,4,1,1,-12676,-917,1,0,1,0,4,3.0,5.764705882352941
4862,0,0,0,1,157500.0,4,4,3,2,-11194,-1160,1,0,0,0,1,2.0,5.857142857142857
4864,0,0,1,1,225000.0,0,4,0,1,-16505,-1862,1,0,1,1,3,3.0,5.818181818181818
4866,0,1,0,1,108000.0,4,4,1,1,-15732,-95,1,0,0,1,14,3.0,5.0
4870,0,0,1,0,157500.0,4,1,1,1,-10662,-1556,1,0,0,0,14,2.0,5.571428571428571
4871,1,0,1,0,67500.0,4,4,3,1,-17136,-1678,1,0,0,0,8,1.0,5.2
4874,1,0,0,0,225000.0,0,4,1,1,-13336,-1436,1,0,0,0,9,2.0,5.666666666666667
4876,0,0,1,0,99000.0,4,4,1,1,-14553,-886,1,0,0,0,17,2.0,5.0
4877,1,0,1,0,180000.0,4,4,1,1,-20064,-3627,1,0,0,0,10,2.0,5.918367346938775
4878,1,1,0,0,157500.0,0,4,1,1,-19170,-4965,1,0,0,0,8,2.0,6.0
4879,0,0,1,0,157500.0,2,1,3,1,-19984,-917,1,0,0,0,17,1.0,5.6875
4880,0,1,1,0,360000.0,2,1,1,1,-14498,-6123,1,0,0,1,3,2.0,5.433333333333334
4881,0,0,1,0,202500.0,4,4,4,1,-18640,-1100,1,0,0,0,14,1.0,5.0
4882,1,0,1,1,126000.0,0,4,0,1,-12755,-2105,1,0,0,0,17,3.0,5.545454545454546
4883,1,0,0,0,135000.0,4,4,3,1,-9167,-947,1,0,0,0,2,1.0,5.0
4884,1,1,1,2,67500.0,4,4,1,1,-13243,-644,1,0,0,0,8,4.0,5.0
4885,1,0,1,0,90000.0,4,4,1,1,-22009,-11083,1,0,0,0,8,2.0,5.821428571428571
4887,0,0,1,0,148500.0,4,2,1,1,-9909,-3048,1,1,0,0,17,2.0,5.478260869565218
4888,0,0,0,0,225000.0,2,4,3,3,-14946,-3716,1,0,0,0,17,1.0,5.0
4889,1,1,1,0,225000.0,4,2,1,1,-12048,-1587,1,0,0,0,8,2.0,5.0
4890,0,0,1,0,126000.0,4,1,1,1,-10075,-460,1,0,1,1,3,2.0,5.766666666666667
4891,1,0,1,0,157500.0,4,4,1,1,-12955,-917,1,0,0,0,8,2.0,4.885714285714286
4892,0,0,1,1,157500.0,4,4,0,1,-16356,-1648,1,0,0,0,14,3.0,5.0
4893,1,0,0,1,225000.0,4,1,1,1,-13747,-6273,1,0,0,0,3,3.0,4.947368421052632
4894,0,0,1,0,69372.0,4,4,1,1,-15887,-217,1,1,1,0,8,2.0,4.964285714285714
4895,1,1,1,0,270000.0,0,1,1,1,-21244,-1770,1,0,0,0,10,2.0,4.958333333333333
4896,0,0,1,0,112500.0,4,4,1,1,-18575,-4113,1,0,0,0,0,2.0,5.0
4898,0,1,1,1,157500.0,4,4,0,1,-15851,-2317,1,0,0,0,10,3.0,5.714285714285714
4899,0,0,1,0,130500.0,4,4,4,1,-18245,-3292,1,0,0,0,16,1.0,5.0
4900,0,0,1,0,202500.0,0,1,4,1,-16588,-4635,1,0,0,0,0,1.0,5.848484848484849
4902,0,0,1,0,180000.0,2,1,2,1,-20376,-4420,1,0,0,1,3,1.0,5.0
4903,1,0,0,0,180000.0,0,4,1,1,-15051,-1678,1,0,0,0,17,2.0,5.0
4904,0,0,0,0,135000.0,0,4,3,1,-16179,-3109,1,1,1,0,8,1.0,5.607843137254902
4905,1,1,1,1,337500.0,0,1,1,1,-11332,-429,1,0,0,0,17,3.0,5.576923076923077
4906,0,0,1,0,180000.0,0,4,1,1,-17248,-4029,1,0,0,0,17,2.0,5.0
4907,0,0,1,1,134995.5,4,4,0,1,-12813,-1897,1,1,0,0,8,3.0,5.0
4908,0,1,1,1,103500.0,4,4,2,1,-10445,-680,1,0,0,1,8,2.0,4.8
4909,1,1,1,0,256500.0,4,1,3,1,-9785,-1345,1,0,0,1,6,1.0,4.5
4910,1,1,1,1,225000.0,4,1,2,1,-16794,-3325,1,0,0,0,10,2.0,5.055555555555555
4911,1,1,1,0,179100.0,0,4,1,3,-16257,-856,1,0,0,0,4,2.0,5.0
4912,1,1,1,0,211500.0,0,4,1,1,-21484,-1709,1,0,0,0,8,2.0,4.833333333333333
4913,0,0,1,0,166500.0,0,1,1,1,-9663,-468,1,0,1,0,0,2.0,5.0
4915,0,0,1,0,252000.0,0,4,1,1,-20847,-1444,1,0,0,0,10,2.0,5.928571428571429
4916,1,0,1,0,180000.0,4,4,1,1,-18591,-10909,1,0,0,0,8,2.0,5.709677419354839
4917,1,0,1,0,360000.0,4,4,1,1,-17160,-1625,1,0,1,1,10,2.0,5.0
4919,0,0,0,1,135000.0,2,4,3,3,-12328,-4089,1,0,0,0,17,2.0,5.6923076923076925
4920,1,0,1,0,270000.0,0,4,1,1,-14213,-587,1,0,0,1,8,2.0,5.0
4922,0,0,0,1,126000.0,2,1,3,1,-15872,-9019,1,1,0,0,10,2.0,5.733333333333333
4924,0,0,1,0,180000.0,4,1,1,1,-15564,-1713,1,0,0,0,3,2.0,5.0
4926,1,0,1,0,247500.0,0,4,1,1,-9343,-825,1,1,1,0,4,2.0,5.130434782608695
4927,1,0,1,1,315000.0,0,4,1,1,-11377,-1100,1,0,0,1,4,3.0,5.0
4928,0,0,0,0,67500.0,0,4,1,2,-18530,-134,1,0,0,0,14,2.0,5.0
4929,0,1,1,0,225000.0,0,1,0,1,-10851,-164,1,1,1,0,14,2.0,5.0
4930,1,1,1,0,180000.0,4,1,1,1,-20429,-348,1,0,0,0,17,2.0,5.696969696969697
4931,0,1,1,1,292500.0,0,4,1,1,-13690,-133,1,0,0,1,11,3.0,5.0
4932,0,1,1,0,256500.0,2,1,1,1,-14212,-3330,1,0,0,0,10,2.0,5.675675675675675
4933,0,0,1,0,67500.0,0,4,3,1,-13474,-3024,1,0,0,0,14,1.0,5.696969696969697
4934,0,0,1,1,337500.0,4,4,1,1,-12790,-3329,1,0,0,1,3,3.0,5.0
4935,1,0,1,0,135000.0,0,1,1,1,-19226,-1288,1,0,0,1,17,2.0,5.941176470588236
4936,0,1,0,0,157500.0,4,4,0,1,-18458,-2657,1,1,1,0,14,2.0,6.0
4937,0,0,0,0,135000.0,4,4,0,5,-9918,-1257,1,0,1,0,3,2.0,5.0
4938,1,0,0,0,99000.0,4,4,1,1,-10713,-1530,1,1,0,0,14,2.0,5.285714285714286
4939,0,0,0,0,103500.0,4,4,3,2,-14921,-3844,1,1,1,0,17,1.0,5.0
4940,0,0,0,0,135000.0,2,4,1,1,-19900,-3479,1,1,0,0,6,2.0,5.68
4941,0,0,0,1,162000.0,2,1,0,1,-10446,-1075,1,1,0,0,15,3.0,5.0
4942,0,0,1,0,135000.0,4,4,1,1,-14128,-374,1,0,0,1,8,2.0,5.828571428571428
4943,1,1,1,0,292500.0,4,4,1,1,-10737,-3296,1,0,0,0,2,2.0,5.0
4944,1,0,0,0,135000.0,4,4,1,1,-10368,-1259,1,1,0,0,6,2.0,5.866666666666666
4945,0,1,0,0,135000.0,4,4,1,1,-12415,-3695,1,0,0,0,10,2.0,5.872340425531915
4946,0,0,0,0,135000.0,2,4,1,1,-20875,-3785,1,0,0,0,6,2.0,5.0
4947,0,0,1,0,112500.0,4,4,1,1,-18783,-375,1,0,0,0,14,2.0,5.0
4948,0,0,1,1,225000.0,4,1,3,1,-10934,-464,1,0,0,0,14,2.0,5.829268292682927
4950,0,1,1,0,211500.0,4,1,1,1,-10537,-2746,1,0,0,0,0,2.0,5.590909090909091
4952,0,0,1,0,166500.0,4,4,1,1,-17422,-189,1,0,1,0,17,2.0,5.6
4953,0,0,1,0,333000.0,4,4,0,1,-19476,-461,1,0,1,1,3,2.0,5.571428571428571
4954,0,1,1,2,72000.0,4,1,1,1,-10297,-2043,1,0,0,1,3,4.0,5.0
4955,0,1,1,0,112500.0,4,4,1,1,-14602,-705,1,0,0,0,14,2.0,5.0
4956,1,1,1,0,378000.0,0,4,2,1,-18570,-2805,1,0,1,0,10,1.0,5.090909090909091
4957,0,0,1,0,360000.0,4,4,4,1,-20452,-7310,1,0,1,0,14,1.0,5.666666666666667
4963,0,0,1,0,99000.0,4,4,1,1,-19592,-1474,1,1,1,0,17,2.0,5.0
4964,0,0,0,1,157500.0,4,4,2,1,-12356,-1351,1,0,0,0,11,2.0,5.0
4965,0,0,1,0,193500.0,4,1,1,1,-23700,-712,1,1,1,0,3,2.0,5.853658536585366
4966,0,1,0,0,121500.0,2,1,1,1,-19912,-4973,1,0,1,0,17,2.0,5.625
4967,1,1,0,0,90000.0,4,4,3,5,-10198,-560,1,0,1,0,4,1.0,5.821428571428571
4968,1,1,1,0,135000.0,4,4,1,1,-21576,-954,1,1,1,0,4,2.0,5.7
4969,0,0,1,0,112500.0,4,1,1,1,-10664,-954,1,0,0,0,3,2.0,5.647058823529412
4970,1,1,0,0,180000.0,0,4,1,2,-9810,-2993,1,1,0,0,17,2.0,5.0
4972,1,0,1,1,119250.0,0,4,1,1,-9373,-284,1,1,1,0,8,3.0,6.0
4973,0,0,1,0,135000.0,0,4,1,1,-16671,-99,1,0,0,0,2,2.0,5.898305084745763
4974,0,0,1,1,238500.0,4,4,1,1,-12320,-3720,1,0,0,0,3,3.0,5.090909090909091
4975,0,0,1,0,247500.0,0,1,3,1,-14709,-1772,1,0,0,0,17,1.0,5.916666666666667
4976,0,0,1,1,216000.0,4,4,1,1,-14498,-371,1,0,0,1,0,3.0,5.6875
4977,0,1,1,1,225000.0,4,4,2,1,-14597,-3869,1,0,1,1,14,2.0,5.0
4978,1,1,1,0,135000.0,4,4,1,1,-10712,-217,1,0,0,0,8,2.0,5.5
4980,0,0,0,0,202500.0,0,4,1,1,-17732,-2378,1,0,0,0,8,2.0,5.0
4981,0,0,1,0,247500.0,4,4,4,1,-21820,-370,1,0,1,0,17,1.0,6.0
4983,0,0,0,0,225000.0,4,4,1,1,-21131,-9379,1,0,1,0,17,2.0,4.882352941176471
4984,0,0,0,0,112500.0,4,4,1,1,-11409,-2439,1,1,0,0,9,2.0,5.333333333333333
4985,1,1,0,0,135000.0,4,4,3,4,-10543,-802,1,1,1,0,10,1.0,5.285714285714286
4986,0,1,1,1,90000.0,4,4,1,1,-12269,-1199,1,0,1,0,2,3.0,5.0
4987,0,0,1,0,157500.0,4,1,1,1,-10671,-1747,1,0,0,1,13,2.0,5.0
4988,0,0,0,0,135000.0,0,4,1,1,-11072,-864,1,0,1,0,8,2.0,5.0
4990,0,0,1,0,135000.0,4,4,4,1,-21977,-9447,1,0,0,0,6,1.0,5.823529411764706
4991,0,0,1,0,225000.0,0,4,1,1,-17124,-3206,1,0,0,0,14,2.0,5.0
4992,1,1,1,2,292500.0,0,1,1,1,-15363,-3327,1,0,0,0,6,4.0,5.666666666666667
4993,0,1,1,0,157500.0,4,1,1,1,-22799,-5547,1,0,0,0,10,2.0,5.0
4994,0,0,1,2,135000.0,4,1,1,1,-14871,-344,1,1,1,1,8,4.0,4.842105263157895
4998,0,0,1,0,112500.0,4,4,1,1,-13633,-5820,1,0,1,0,8,2.0,5.0
4999,0,1,1,1,189000.0,0,4,1,1,-18785,-5088,1,0,0,0,17,3.0,5.057142857142857
5000,1,1,1,0,315000.0,0,1,1,1,-14606,-3778,1,1,1,0,10,2.0,5.0
5001,0,0,0,0,135000.0,4,4,1,1,-12133,-3017,1,0,0,0,3,2.0,5.0
5002,1,1,1,0,180000.0,4,4,1,1,-20107,-8040,1,1,0,0,8,2.0,5.5
5003,1,1,1,0,157500.0,0,4,1,1,-12084,-2774,1,0,1,0,8,2.0,5.142857142857143
5004,0,0,1,0,45000.0,4,4,1,4,-20028,-825,1,0,0,0,1,2.0,5.0
5005,0,0,1,0,225000.0,4,4,1,1,-18241,-217,1,0,1,0,17,2.0,5.5
5006,0,0,1,0,81000.0,4,4,0,1,-17896,-4996,1,0,1,1,8,2.0,5.142857142857143
5007,0,1,0,0,135000.0,0,1,1,1,-19824,-12278,1,0,0,0,3,2.0,5.285714285714286
5008,0,0,1,0,180000.0,4,1,3,1,-15494,-8838,1,0,0,0,17,1.0,5.125
5010,1,0,0,0,247500.0,0,4,1,2,-12460,-1291,1,0,1,0,4,2.0,5.0
5011,1,1,1,2,157500.0,0,4,1,1,-10634,-102,1,0,0,0,7,4.0,5.0
5013,1,1,1,1,112500.0,0,4,1,1,-15541,-3263,1,0,0,0,8,3.0,5.8474576271186445
5014,0,1,1,1,292500.0,4,4,1,1,-12740,-3504,1,0,0,0,3,3.0,5.0
5015,0,0,0,1,81000.0,2,1,1,5,-11707,-2317,1,0,0,0,3,3.0,6.0
5017,0,0,1,1,193500.0,2,1,0,1,-12875,-1009,1,0,0,1,10,3.0,5.764705882352941
5018,1,1,1,0,315000.0,4,4,1,1,-16348,-4539,1,0,0,0,17,2.0,5.1
5019,1,0,0,1,292500.0,2,4,1,3,-16101,-4935,1,0,0,0,3,3.0,5.947368421052632
5022,0,0,1,0,225000.0,4,4,1,1,-14085,-1039,1,0,0,0,14,2.0,5.0
5023,0,0,1,0,202500.0,4,4,1,1,-15541,-886,1,1,0,0,14,2.0,5.125
5025,1,0,1,0,135000.0,0,4,1,1,-15719,-491,1,0,0,1,17,2.0,5.743589743589744
5026,1,0,1,0,90000.0,0,4,1,1,-10877,-766,1,0,0,1,8,2.0,5.0
5028,0,0,1,0,180000.0,0,1,3,1,-17945,-1683,1,0,0,1,5,1.0,4.95
5029,0,1,1,0,360000.0,0,4,1,1,-23395,-1288,1,0,1,0,18,2.0,5.944444444444445
5031,0,1,1,0,162000.0,2,4,1,1,-22098,-15227,1,0,0,0,17,2.0,5.0
5033,0,0,1,0,202500.0,4,4,1,1,-13983,-2841,1,1,0,0,8,2.0,5.5
5037,1,0,1,0,180000.0,4,4,1,1,-23285,-5424,1,0,0,0,8,2.0,5.6
5039,0,0,1,1,202500.0,4,4,2,1,-19140,-887,1,0,0,0,6,2.0,5.791666666666667
5040,1,1,1,2,135000.0,4,1,1,1,-13239,-5849,1,0,0,1,6,4.0,5.0
5042,0,0,1,0,135000.0,4,4,1,2,-16528,-2531,1,0,0,0,17,2.0,5.0
5044,0,0,0,2,67500.0,2,4,1,1,-10425,-1982,1,0,0,1,17,4.0,5.416666666666667
5045,0,1,1,0,144000.0,0,4,0,1,-13095,-3716,1,1,1,0,11,2.0,5.0
5047,0,0,1,0,157500.0,0,4,1,1,-16920,-1921,1,0,0,0,17,2.0,4.888888888888889
5048,1,1,1,0,180000.0,0,4,0,4,-9952,-1801,1,0,0,1,4,2.0,5.0
5049,0,1,1,0,135000.0,4,4,1,1,-14196,-5247,1,0,0,0,12,2.0,5.0
5050,0,0,1,0,202500.0,0,1,1,1,-17635,-5642,1,0,1,0,10,2.0,5.0
5051,0,0,1,0,85500.0,4,1,1,1,-14813,-2965,1,0,1,0,17,2.0,5.0
5052,0,1,1,0,72000.0,4,4,1,1,-20761,-10149,1,1,1,0,0,2.0,5.0
5053,0,0,0,0,67500.0,4,4,4,1,-19364,-2539,1,0,0,0,2,1.0,5.4375
5054,0,1,0,0,247500.0,4,4,2,1,-13546,-2142,1,0,0,0,8,1.0,4.75
5055,1,0,1,0,112500.0,4,4,1,1,-19087,-6128,1,0,0,0,8,2.0,5.0
5057,0,0,1,0,225000.0,4,1,1,1,-11788,-1074,1,0,1,0,10,2.0,5.0
5058,0,0,1,1,121500.0,0,4,0,1,-15441,-433,1,0,0,0,17,3.0,5.8125
5059,0,1,1,0,135000.0,0,4,1,1,-11914,-1314,1,1,0,0,10,2.0,4.833333333333333
5060,0,0,0,0,112500.0,4,4,1,5,-10071,-1648,1,1,1,0,17,2.0,5.783783783783784
5061,0,0,0,0,135000.0,4,4,1,1,-9519,-521,1,0,0,1,8,2.0,5.8125
5063,0,0,1,0,67500.0,4,1,1,1,-12136,-1252,1,0,0,0,14,2.0,5.631578947368421
5065,0,1,1,0,157500.0,2,1,1,1,-15037,-2105,1,0,0,0,10,2.0,5.576923076923077
5066,0,0,1,0,225000.0,4,4,0,1,-13480,-5300,1,1,1,0,11,2.0,5.333333333333333
5067,0,0,1,0,112500.0,4,4,1,1,-17732,-6883,1,0,0,0,3,2.0,5.52
5068,0,1,1,2,270000.0,2,1,1,1,-17610,-947,1,0,0,0,1,4.0,5.0
5069,0,0,0,2,112500.0,2,1,1,1,-11604,-2721,1,0,0,1,3,4.0,6.0
5073,0,0,1,0,171000.0,0,4,1,1,-21475,-5643,1,0,0,0,17,2.0,5.0
5074,0,1,1,0,180000.0,0,4,1,1,-15421,-1198,1,0,1,0,8,2.0,5.909090909090909
5075,0,0,1,0,247500.0,0,1,3,1,-21537,-13735,1,0,0,0,3,1.0,5.0
5076,0,0,1,2,175500.0,0,1,1,1,-16973,-1135,1,0,1,1,14,4.0,4.941176470588236
5077,1,1,1,0,180000.0,4,1,0,1,-11818,-3233,1,0,0,0,4,2.0,5.583333333333333
5079,0,1,1,0,112500.0,4,4,1,1,-15080,-5576,1,0,0,0,8,2.0,5.083333333333333
5080,0,0,1,0,112500.0,2,1,1,1,-13836,-3747,1,0,0,1,3,2.0,5.375
5083,0,0,0,0,36000.0,4,4,1,5,-14500,-459,1,1,0,0,3,2.0,5.230769230769231
5084,1,1,0,0,180000.0,4,4,1,1,-11583,-1435,1,1,1,0,8,2.0,5.636363636363637
5085,0,1,0,1,315000.0,4,1,1,1,-14356,-1069,1,1,1,1,14,3.0,5.0
5086,0,0,0,0,99000.0,4,4,1,1,-10403,-2195,1,0,1,0,8,2.0,5.9
5087,0,1,0,0,216000.0,4,4,3,1,-19765,-9925,1,1,1,0,17,1.0,5.0
5089,0,0,0,0,180000.0,4,1,1,1,-15618,-2499,1,1,1,0,16,2.0,4.857142857142857
