,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,CREDIT_USE_MONTH,NOT_USED_MONTH,SCALED_SCORE,WINDOW
3431,5054558,1,1,1,3,180000.0,4,4,1,1,-15036,-638,1,0,0,0,8,5.0,1.0,1.0,5.0,2
3432,5054560,1,0,0,0,135000.0,1,4,1,2,-23124,365243,1,0,0,0,17,2.0,2.0,0.0,5.0,2
3433,5054563,1,0,1,1,135000.0,4,4,1,1,-18421,-1308,1,0,0,0,4,3.0,2.0,0.0,5.0,2
3434,5054573,0,0,1,0,90000.0,1,4,1,1,-22331,365243,1,0,0,0,17,2.0,13.0,16.0,5.0,29
3435,5054577,0,0,1,0,382500.0,4,4,4,1,-18554,-5386,1,1,0,0,12,1.0,35.0,1.0,5.0,36
3436,5054585,1,1,1,0,103500.0,4,4,3,1,-15389,-607,1,0,0,0,8,1.0,29.0,0.0,5.724137931034483,29
3437,5054590,0,0,1,0,157500.0,1,4,1,1,-21859,365243,1,0,0,0,17,2.0,10.0,0.0,5.0,10
3438,5054598,1,1,1,0,135000.0,0,4,1,1,-11325,-2433,1,0,0,0,8,2.0,34.0,15.0,6.0,49
3439,5054601,0,0,1,0,292500.0,1,4,1,1,-21076,365243,1,0,0,0,17,2.0,6.0,1.0,5.0,7
3440,5054618,0,1,0,0,180000.0,4,4,3,2,-17710,-6937,1,0,0,0,14,1.0,9.0,0.0,5.333333333333333,9
3441,5054622,0,0,1,0,112500.0,1,4,4,1,-22034,365243,1,0,0,0,17,1.0,36.0,1.0,5.0,37
3442,5054627,1,1,1,1,360000.0,0,1,1,1,-14967,-2403,1,0,1,0,10,3.0,12.0,0.0,5.0,12
3443,5054636,1,1,1,0,180000.0,4,1,1,1,-15444,-393,1,0,0,0,15,2.0,40.0,6.0,5.9,46
3444,5054638,0,0,1,2,180000.0,4,4,1,1,-13542,-424,1,0,1,0,14,4.0,6.0,1.0,5.0,7
3445,5054642,0,0,0,0,157500.0,0,4,1,1,-19453,-3680,1,0,0,0,0,2.0,34.0,0.0,5.852941176470588,34
3446,5054648,0,0,1,0,112500.0,1,4,3,1,-24238,365243,1,0,0,0,17,1.0,19.0,0.0,5.052631578947368,19
3447,5054652,0,0,1,0,202500.0,4,4,2,1,-21878,-7851,1,0,0,0,1,1.0,51.0,1.0,5.686274509803922,52
3448,5054658,0,0,1,0,67500.0,1,4,4,1,-23300,365243,1,0,1,0,17,1.0,9.0,0.0,5.555555555555555,9
3449,5054661,1,1,1,0,135000.0,4,1,3,1,-10699,-1550,1,0,0,0,4,1.0,11.0,0.0,5.909090909090909,11
3450,5054663,1,0,0,0,103500.0,0,2,3,5,-8412,-1033,1,0,0,0,8,1.0,6.0,0.0,5.166666666666667,6
3451,5054664,0,0,1,0,135000.0,0,1,1,1,-23122,-3621,1,0,0,0,14,2.0,4.0,0.0,5.0,4
3452,5054668,1,0,1,0,225000.0,0,1,3,1,-10182,-2403,1,0,0,0,14,1.0,40.0,0.0,5.95,40
3453,5054690,1,0,0,2,360000.0,4,1,1,4,-15001,-1246,1,0,0,0,3,4.0,17.0,1.0,5.705882352941177,18
3454,5054697,1,1,1,0,157500.0,4,1,1,1,-16553,-6908,1,0,0,0,8,2.0,30.0,2.0,5.566666666666666,32
3455,5054703,1,1,1,0,180000.0,1,1,1,1,-20693,365243,1,0,0,0,17,2.0,3.0,1.0,5.0,4
3456,5054706,0,0,0,1,58500.0,4,4,1,1,-14437,-2341,1,0,0,0,3,3.0,39.0,1.0,5.6923076923076925,40
3457,5054707,0,0,1,0,103500.0,0,4,1,1,-18292,-638,1,1,1,0,8,2.0,20.0,9.0,6.0,29
3458,5054718,1,1,1,2,81000.0,4,1,3,1,-11882,-181,1,0,0,0,9,3.0,40.0,0.0,5.775,40
3459,5054722,0,0,1,2,90000.0,4,4,2,1,-11345,-3437,1,0,0,0,17,3.0,32.0,0.0,5.65625,32
3460,5054726,0,0,1,1,112500.0,2,4,1,1,-18791,-1003,1,1,0,0,10,3.0,2.0,2.0,5.0,4
3461,5054729,0,0,1,0,236250.0,1,4,4,1,-24963,365243,1,0,1,0,17,1.0,17.0,0.0,5.764705882352941,17
3462,5054732,0,0,0,1,157500.0,0,1,1,1,-11042,-1581,1,0,0,0,6,3.0,28.0,1.0,4.892857142857143,29
3463,5054754,0,0,1,0,45000.0,2,4,1,1,-20200,-9404,1,1,0,0,1,2.0,6.0,3.0,5.0,9
3464,5054756,0,0,1,2,202500.0,4,4,1,1,-15792,-6237,1,1,1,0,11,4.0,15.0,0.0,5.266666666666667,15
3465,5054768,1,0,1,0,180000.0,2,4,0,1,-9208,-2494,1,0,0,0,8,2.0,3.0,1.0,5.0,4
3466,5054774,1,0,1,0,225000.0,4,4,1,1,-21362,-1520,1,0,0,0,8,2.0,30.0,0.0,5.8,30
3467,5055997,0,0,1,0,180000.0,4,1,1,1,-16013,-1517,1,0,1,0,2,2.0,28.0,0.0,5.0,28
3468,5055999,1,1,1,0,135000.0,0,4,1,1,-14655,-239,1,1,0,0,3,2.0,45.0,1.0,5.955555555555556,46
3469,5056001,1,1,1,0,135000.0,4,4,1,1,-21112,-2490,1,1,1,0,10,2.0,31.0,0.0,5.806451612903226,31
3470,5056006,0,1,1,0,202500.0,2,1,3,1,-14126,-2674,1,0,0,1,3,1.0,42.0,1.0,5.619047619047619,43
3471,5056009,0,1,1,0,112500.0,4,4,1,1,-16958,-755,1,0,1,0,5,2.0,51.0,0.0,5.901960784313726,51
3472,5056011,1,0,0,3,58500.0,4,4,1,5,-16087,-1000,1,1,1,0,8,5.0,26.0,24.0,5.5,50
3473,5056012,0,0,1,0,90000.0,1,4,1,1,-24182,365243,1,0,1,0,17,2.0,38.0,0.0,5.684210526315789,38
3474,5056015,1,1,1,2,202500.0,0,1,1,1,-18302,-2124,1,0,0,0,10,4.0,44.0,0.0,5.931818181818182,44
3475,5056016,0,0,1,0,157500.0,1,4,0,1,-21751,365243,1,0,0,0,17,2.0,14.0,1.0,4.714285714285714,15
3476,5056019,0,0,1,0,90000.0,4,4,2,1,-18512,-1213,1,0,0,0,3,1.0,26.0,1.0,5.576923076923077,27
3477,5056020,0,0,0,0,121500.0,4,4,1,1,-16119,-3312,1,0,0,0,17,2.0,22.0,0.0,5.0,22
3478,5056021,0,0,1,1,90000.0,4,1,1,1,-13546,-3373,1,0,0,0,1,3.0,19.0,1.0,5.473684210526316,20
3479,5056022,0,0,1,0,103500.0,1,4,3,1,-18833,365243,1,0,0,0,17,1.0,7.0,1.0,5.428571428571429,8
3480,5056027,0,1,1,0,360000.0,4,4,2,1,-10597,-574,1,1,0,0,11,1.0,5.0,6.0,5.0,11
3481,5056030,0,0,1,0,121500.0,4,2,0,4,-8415,-421,1,0,0,0,14,2.0,11.0,0.0,5.363636363636363,11
3482,5056031,0,0,0,0,112500.0,4,4,0,1,-20086,-3220,1,0,0,0,14,2.0,39.0,2.0,5.794871794871795,41
3483,5056032,1,1,1,0,225000.0,4,4,1,1,-17314,-574,1,0,0,0,8,2.0,22.0,0.0,5.681818181818182,22
3484,5056033,0,0,1,1,90000.0,4,4,2,1,-15905,-5018,1,1,1,0,14,2.0,37.0,0.0,5.837837837837838,37
3485,5056034,0,0,1,0,135000.0,0,4,1,1,-11531,-2369,1,1,1,0,14,2.0,20.0,0.0,5.85,20
3486,5056035,0,0,0,0,157500.0,4,4,1,1,-18240,-4561,1,0,0,0,8,2.0,52.0,1.0,5.615384615384615,53
3487,5056042,0,0,1,0,45000.0,4,4,4,1,-17258,-878,1,0,0,0,14,1.0,13.0,0.0,5.230769230769231,13
3488,5056043,0,1,1,0,225000.0,2,4,3,1,-16765,-5777,1,0,0,0,8,1.0,50.0,1.0,4.98,51
3489,5056045,0,1,1,1,112500.0,4,4,3,1,-11662,-604,1,0,0,0,8,2.0,8.0,1.0,5.0,9
3490,5056047,0,0,0,0,126000.0,2,1,1,1,-15234,-7756,1,0,0,0,3,2.0,26.0,0.0,5.730769230769231,26
3491,5056049,0,0,1,0,121500.0,4,4,1,1,-21841,-1305,1,0,0,0,17,2.0,33.0,0.0,5.909090909090909,33
3492,5056051,0,1,1,0,112500.0,2,4,1,1,-20732,-9582,1,1,0,0,3,2.0,12.0,23.0,5.0,35
3493,5056056,1,1,1,0,135000.0,4,4,1,1,-18810,-3830,1,1,0,0,8,2.0,18.0,0.0,5.222222222222222,18
3494,5056058,0,0,1,1,337500.0,0,4,3,1,-13383,-1121,1,0,0,0,14,2.0,5.0,0.0,5.0,5
3495,5056061,1,0,0,0,112500.0,0,4,1,1,-11536,-939,1,0,0,0,17,2.0,42.0,0.0,5.928571428571429,42
3496,5056063,0,1,1,0,76500.0,1,4,3,1,-23457,365243,1,0,1,0,17,1.0,9.0,0.0,5.777777777777778,9
3497,5056070,0,0,1,0,157500.0,4,4,1,1,-14065,-786,1,1,0,0,8,2.0,24.0,3.0,5.875,27
3498,5056072,1,1,1,0,157500.0,1,1,1,1,-24818,365243,1,0,0,0,17,2.0,52.0,0.0,5.884615384615385,52
3499,5056074,1,1,1,0,202500.0,2,4,1,1,-19428,-3585,1,1,0,0,17,2.0,49.0,1.0,5.938775510204081,50
3500,5056075,0,0,1,0,247500.0,4,4,0,5,-12813,-786,1,0,0,0,17,2.0,60.0,1.0,5.9,61
3501,5056076,0,1,0,2,144000.0,4,4,1,1,-15155,-1943,1,0,0,0,2,4.0,11.0,0.0,5.0,11
3502,5056077,1,1,1,0,90000.0,4,4,1,1,-12154,-1547,1,0,0,0,3,2.0,36.0,0.0,5.805555555555555,36
3503,5056079,0,0,1,0,126000.0,2,4,3,1,-12042,-2308,1,0,0,1,3,1.0,26.0,5.0,5.0,31
3504,5056081,1,1,1,0,261000.0,4,2,2,1,-21583,-5627,1,0,0,0,4,1.0,43.0,0.0,5.813953488372093,43
3505,5056082,0,0,0,1,180000.0,4,1,1,1,-11630,-3769,1,0,0,0,8,3.0,51.0,1.0,5.784313725490196,52
3506,5056084,0,0,1,3,180000.0,2,1,1,1,-16000,-7401,1,0,0,0,3,5.0,12.0,1.0,5.0,13
3507,5056095,0,0,1,0,112500.0,1,4,1,1,-22670,365243,1,0,1,0,17,2.0,33.0,0.0,5.606060606060606,33
3508,5056102,0,1,0,1,405000.0,0,2,1,1,-16038,-157,1,0,0,0,14,3.0,51.0,2.0,5.7254901960784315,53
3509,5056103,0,0,1,0,117000.0,2,4,3,5,-20603,-583,1,0,0,0,3,1.0,37.0,0.0,5.837837837837838,37
3510,5056111,0,0,0,2,99000.0,2,4,1,1,-14360,-4660,1,0,1,1,1,4.0,39.0,0.0,5.717948717948718,39
3511,5056117,1,1,1,0,270000.0,0,1,1,1,-17702,-7128,1,1,1,0,10,2.0,32.0,0.0,5.25,32
3512,5056122,0,0,1,0,67500.0,1,4,1,1,-24327,365243,1,0,0,0,17,2.0,25.0,0.0,5.4,25
3513,5056127,1,0,1,0,117000.0,4,4,0,1,-17569,-5148,1,0,0,0,8,2.0,9.0,1.0,5.0,10
3514,5056130,0,0,1,0,135000.0,0,4,3,5,-12921,-1679,1,0,0,0,8,1.0,1.0,1.0,5.0,2
3515,5056132,0,1,1,0,108000.0,4,4,1,1,-20077,-11692,1,1,0,0,9,2.0,5.0,1.0,5.0,6
3516,5056134,1,1,1,0,202500.0,4,2,1,1,-17242,-857,1,0,1,0,16,2.0,26.0,0.0,5.961538461538462,26
3517,5056142,1,1,0,0,157500.0,4,4,1,1,-23424,-14887,1,0,0,0,8,2.0,28.0,1.0,5.857142857142857,29
3518,5056151,1,1,1,0,180000.0,0,4,1,1,-15053,-1131,1,0,0,0,10,2.0,18.0,2.0,5.444444444444445,20
3519,5056159,0,0,1,0,216000.0,4,4,1,1,-18067,-6517,1,1,1,1,6,2.0,53.0,1.0,5.716981132075472,54
3520,5056165,0,0,0,0,208350.0,1,1,1,1,-21775,365243,1,0,0,0,17,2.0,40.0,0.0,5.525,40
3521,5056175,0,0,1,2,85500.0,4,4,0,1,-10081,-249,1,0,0,0,14,4.0,3.0,2.0,6.0,5
3522,5056178,0,0,1,0,202500.0,0,1,1,1,-9663,-218,1,0,0,0,17,2.0,24.0,0.0,5.833333333333333,24
3523,5056184,0,0,1,0,38700.0,4,4,1,1,-17645,-9349,1,0,0,0,17,2.0,14.0,0.0,5.428571428571429,14
3524,5056185,0,0,1,0,157500.0,0,4,0,1,-14120,-2103,1,0,0,0,17,2.0,9.0,4.0,5.0,13
3525,5056186,1,0,1,0,157500.0,4,4,1,1,-10032,-795,1,0,0,0,8,2.0,24.0,0.0,5.791666666666667,24
3526,5056192,0,0,1,0,144000.0,1,4,1,1,-19950,365243,1,0,0,0,17,2.0,18.0,0.0,5.611111111111111,18
3527,5056200,0,1,1,0,157500.0,4,1,1,1,-21884,-1496,1,0,1,0,6,2.0,39.0,14.0,5.897435897435898,53
3528,5056210,0,0,0,1,180000.0,4,4,1,5,-10774,-2592,1,0,0,0,17,3.0,12.0,30.0,5.0,42
3529,5056227,0,0,1,0,40500.0,4,4,1,1,-12729,-4936,1,1,0,0,1,2.0,26.0,1.0,5.923076923076923,27
3530,5058254,1,0,1,1,157500.0,4,4,1,1,-8565,-423,1,0,0,1,3,3.0,13.0,0.0,5.153846153846154,13
3531,5058270,0,0,1,0,135000.0,4,4,1,1,-19607,-4288,1,0,0,0,9,2.0,8.0,7.0,5.0,15
3532,5058274,0,0,1,0,306000.0,0,1,1,1,-14897,-3435,1,1,1,1,17,2.0,28.0,18.0,5.428571428571429,46
3533,5058296,0,1,1,0,162000.0,2,1,1,1,-17824,-1700,1,0,0,0,10,2.0,33.0,1.0,5.0,34
3534,5058305,0,0,1,0,103500.0,4,4,1,1,-22466,-12870,1,1,1,0,10,2.0,5.0,5.0,6.0,10
3535,5058315,0,0,1,0,135000.0,1,1,2,1,-20704,365243,1,0,1,0,17,1.0,20.0,0.0,5.2,20
3536,5058316,0,0,1,0,247500.0,4,4,0,1,-17158,-6809,1,0,0,0,8,2.0,31.0,0.0,5.709677419354839,31
3537,5058321,1,1,1,0,180000.0,4,4,1,1,-10940,-1392,1,0,0,0,17,2.0,13.0,0.0,5.0,13
3538,5058322,0,0,1,0,49500.0,1,4,1,1,-21768,365243,1,0,1,0,17,2.0,10.0,16.0,5.0,26
3539,5058327,0,0,1,0,99000.0,1,4,1,1,-21501,365243,1,0,0,0,17,2.0,5.0,9.0,5.0,14
3540,5058335,0,0,1,0,63000.0,4,4,1,1,-19896,-1574,1,1,0,0,6,2.0,8.0,1.0,5.0,9
3541,5058345,0,0,1,0,99000.0,1,1,2,1,-24611,365243,1,0,0,0,17,1.0,35.0,21.0,3.942857142857143,56
3542,5058355,0,0,0,0,135000.0,4,4,0,1,-9888,-2031,1,0,0,0,8,2.0,10.0,0.0,5.0,10
3543,5058358,1,1,0,0,540000.0,0,4,3,4,-10499,-1727,1,0,0,0,14,1.0,10.0,4.0,5.2,14
3544,5058365,0,0,1,0,108000.0,1,4,2,1,-21476,365243,1,0,0,0,17,1.0,5.0,5.0,5.0,10
3545,5058366,0,0,0,0,90000.0,1,4,3,2,-20125,365243,1,0,0,0,17,1.0,51.0,1.0,5.7254901960784315,52
3546,5058369,0,0,1,0,117000.0,4,4,1,1,-17468,-355,1,1,1,0,17,2.0,61.0,0.0,5.901639344262295,61
3547,5058373,0,0,1,1,225000.0,4,1,1,1,-11549,-1086,1,0,0,0,4,3.0,19.0,0.0,5.473684210526316,19
3548,5058378,0,0,0,0,121500.0,0,4,1,1,-18026,-9152,1,0,1,0,8,2.0,13.0,0.0,5.307692307692308,13
3549,5058382,0,0,0,0,112500.0,4,1,3,1,-9431,-143,1,0,0,0,3,1.0,7.0,0.0,5.0,7
3550,5058383,1,0,1,0,166500.0,1,4,0,1,-21031,365243,1,0,0,0,17,2.0,13.0,2.0,5.0,15
3551,5058390,0,0,1,0,81000.0,0,4,0,1,-15322,-1331,1,0,0,0,17,2.0,10.0,1.0,5.0,11
3552,5058392,0,0,1,0,112500.0,1,4,4,1,-19340,365243,1,0,1,0,17,1.0,37.0,0.0,5.756756756756757,37
3553,5058393,1,0,1,0,121500.0,1,1,1,1,-21410,365243,1,0,0,0,17,2.0,4.0,8.0,5.0,12
3554,5058396,0,0,1,0,54000.0,4,4,1,1,-18651,-7752,1,1,1,0,17,2.0,15.0,3.0,5.666666666666667,18
3555,5058405,1,1,1,0,247500.0,4,1,1,1,-12843,-2609,1,0,0,0,10,2.0,3.0,2.0,5.0,5
3556,5058411,1,1,0,0,270000.0,4,2,3,5,-10844,-1086,1,0,0,0,17,1.0,13.0,6.0,6.0,19
3557,5058414,0,0,1,1,108000.0,2,4,1,1,-14028,-3277,1,0,0,0,3,3.0,13.0,0.0,5.230769230769231,13
3558,5058428,0,1,0,1,315000.0,0,1,1,1,-14504,-2518,1,0,0,0,0,3.0,26.0,1.0,5.730769230769231,27
3559,5058450,0,0,1,0,85500.0,2,4,1,1,-13894,-2457,1,0,0,0,3,2.0,44.0,0.0,5.7727272727272725,44
3560,5058451,0,0,1,0,157500.0,4,1,1,1,-17366,-2426,1,0,0,0,10,2.0,14.0,1.0,5.642857142857143,15
3561,5058460,0,0,1,2,225000.0,0,4,0,1,-12486,-1816,1,0,0,0,8,4.0,38.0,0.0,5.368421052631579,38
3562,5058468,1,0,1,1,157500.0,2,4,1,1,-10209,-873,1,0,0,0,16,3.0,43.0,0.0,5.651162790697675,43
3563,5058474,1,1,1,0,225000.0,1,1,2,1,-20689,365243,1,0,0,0,17,1.0,12.0,0.0,5.0,12
3564,5058484,1,0,0,0,270000.0,4,4,3,1,-15213,-1331,1,0,0,0,4,1.0,10.0,2.0,6.0,12
3565,5058495,0,0,1,0,148500.0,1,4,1,1,-22774,365243,1,0,0,0,17,2.0,14.0,30.0,6.0,44
3566,5058513,1,0,1,1,180000.0,0,4,1,1,-8722,-996,1,0,0,0,4,3.0,2.0,1.0,5.0,3
3567,5058521,0,0,1,0,405000.0,0,4,1,5,-14585,-3400,1,1,1,0,8,2.0,20.0,1.0,5.0,21
3568,5058526,0,0,1,0,112500.0,1,4,1,1,-21850,365243,1,0,0,0,17,2.0,48.0,0.0,5.770833333333333,48
3569,5058527,1,0,0,0,391500.0,4,4,3,2,-9242,-508,1,0,0,0,14,1.0,22.0,0.0,5.545454545454546,22
3570,5058533,0,0,1,0,90000.0,1,4,1,1,-21529,365243,1,0,1,0,17,2.0,27.0,1.0,5.62962962962963,28
3571,5058541,1,1,1,0,135000.0,1,4,1,1,-23563,365243,1,0,1,0,17,2.0,28.0,0.0,5.357142857142857,28
3572,5058547,0,0,1,0,225000.0,0,4,2,1,-15914,-5379,1,0,0,0,12,1.0,14.0,0.0,5.571428571428571,14
3573,5058549,0,0,1,0,135000.0,4,1,3,1,-19789,-3673,1,0,0,0,10,1.0,6.0,1.0,5.0,7
3574,5058551,1,1,1,0,135000.0,4,1,3,1,-9898,-1178,1,0,0,0,8,1.0,12.0,5.0,5.666666666666667,17
3575,5058554,0,1,1,0,135000.0,1,4,1,1,-23197,365243,1,0,0,0,17,2.0,17.0,3.0,5.647058823529412,20
3576,5061065,1,1,0,0,256500.0,1,1,1,1,-21913,365243,1,0,1,0,17,2.0,32.0,1.0,5.96875,33
3577,5061072,0,0,0,0,90000.0,0,4,1,1,-15380,-167,1,1,1,0,14,2.0,20.0,1.0,4.95,21
3578,5061073,1,0,0,0,90000.0,4,4,1,1,-19535,-259,1,1,0,0,8,2.0,6.0,1.0,5.0,7
3579,5061074,1,1,0,0,157500.0,2,4,1,1,-14926,-3242,1,1,0,0,17,2.0,21.0,3.0,5.0,24
3580,5061080,1,0,0,0,270000.0,4,1,1,1,-10734,-2511,1,0,1,0,17,2.0,35.0,18.0,4.885714285714286,53
3581,5061083,0,0,0,0,157500.0,2,4,4,1,-20363,-6679,1,1,0,0,1,1.0,13.0,7.0,5.0,20
3582,5061085,0,0,0,0,139500.0,4,4,3,1,-9483,-776,1,0,0,1,3,1.0,46.0,0.0,5.891304347826087,46
3583,5061086,0,1,0,3,135000.0,4,4,1,1,-11128,-3242,1,1,0,0,14,5.0,44.0,0.0,5.75,44
3584,5061094,0,0,1,1,180000.0,4,4,0,1,-14977,-6772,1,0,0,1,8,3.0,12.0,23.0,5.0,35
3585,5061099,1,1,1,0,112500.0,0,4,3,1,-9552,-1567,1,0,0,0,2,1.0,30.0,0.0,5.533333333333333,30
3586,5061102,1,1,0,2,139500.0,4,4,1,1,-12989,-1598,1,1,1,0,3,4.0,18.0,0.0,5.277777777777778,18
3587,5061106,1,1,1,1,247500.0,4,4,1,1,-15771,-4003,1,0,0,0,3,3.0,21.0,1.0,5.0,22
3588,5061110,1,0,1,0,112500.0,4,1,0,1,-20008,-5585,1,0,0,0,16,2.0,21.0,0.0,5.142857142857143,21
3589,5061120,0,0,1,1,324000.0,2,1,1,1,-13482,-4795,1,0,0,0,10,3.0,43.0,0.0,5.604651162790698,43
3590,5061133,1,0,1,0,135000.0,2,1,1,1,-19113,-2816,1,0,1,1,3,2.0,22.0,12.0,4.954545454545454,34
3591,5061135,0,0,1,2,58500.0,4,1,1,1,-14228,-5950,1,0,0,0,3,4.0,5.0,5.0,5.0,10
3592,5061139,0,1,1,0,90000.0,1,4,1,1,-21454,365243,1,0,0,0,17,2.0,16.0,3.0,5.6875,19
3593,5061148,1,1,1,0,225000.0,4,4,1,1,-19032,-412,1,1,0,0,8,2.0,45.0,12.0,5.822222222222222,57
3594,5061178,1,1,1,0,135000.0,4,4,1,1,-12616,-777,1,0,0,0,8,2.0,54.0,0.0,5.648148148148148,54
3595,5061187,0,0,1,1,180000.0,2,1,1,1,-10969,-3485,1,0,0,1,6,3.0,2.0,3.0,5.0,5
3596,5061193,0,0,1,1,135000.0,4,4,0,5,-11567,-655,1,0,0,1,14,3.0,40.0,0.0,5.975,40
3597,5061201,0,0,1,0,49500.0,1,4,4,1,-23181,365243,1,0,1,0,17,1.0,4.0,0.0,6.0,4
3598,5061203,1,0,1,2,270000.0,4,4,1,1,-10905,-1873,1,0,0,1,8,4.0,50.0,0.0,5.76,50
3599,5061207,1,1,1,14,225000.0,4,4,2,1,-17754,-1689,1,0,0,0,4,15.0,35.0,24.0,5.0,59
3600,5061212,1,1,1,0,112500.0,4,4,2,1,-18973,-4489,1,0,1,1,8,1.0,19.0,0.0,5.0,19
3601,5061220,0,1,1,0,157500.0,4,4,1,1,-20831,-1142,1,0,0,1,1,2.0,18.0,5.0,5.611111111111111,23
3602,5061226,1,1,1,0,222750.0,4,1,1,1,-16944,-1324,1,0,0,0,4,2.0,59.0,0.0,5.898305084745763,59
3603,5061236,0,0,1,0,180000.0,1,1,1,1,-21881,365243,1,0,0,0,17,2.0,1.0,2.0,5.0,3
3604,5061245,0,0,1,0,112500.0,4,2,0,1,-9301,-1751,1,0,0,0,17,2.0,38.0,8.0,6.0,46
3605,5061261,1,0,1,1,225000.0,4,4,0,1,-11183,-320,1,1,1,0,4,3.0,1.0,5.0,5.0,6
3606,5061265,0,0,1,0,211500.0,4,4,1,1,-16692,-1901,1,0,0,0,14,2.0,6.0,5.0,5.0,11
3607,5061268,0,0,1,0,45000.0,4,4,1,1,-14395,-989,1,0,1,0,17,2.0,9.0,0.0,5.0,9
3608,5061270,0,1,1,0,85500.0,4,1,1,1,-18438,-9724,1,0,1,0,3,2.0,25.0,12.0,5.56,37
3609,5061274,1,0,0,0,157500.0,4,4,1,1,-14130,-2877,1,1,1,1,12,2.0,3.0,34.0,5.0,37
3610,5061282,0,0,0,0,112500.0,2,4,1,1,-14216,-6649,1,1,1,0,17,2.0,28.0,0.0,5.607142857142857,28
3611,5061286,0,0,1,0,135000.0,1,4,1,1,-23021,365243,1,0,0,0,17,2.0,22.0,10.0,5.590909090909091,32
3612,5061296,0,0,0,0,67500.0,4,4,1,5,-15675,-8691,1,1,1,0,11,2.0,38.0,15.0,5.578947368421052,53
3613,5061307,0,0,1,0,202500.0,4,4,1,1,-19317,-6590,1,1,1,1,8,2.0,40.0,0.0,5.9,40
3614,5061317,0,1,1,1,261000.0,2,1,1,1,-15050,-1628,1,0,0,0,10,3.0,4.0,1.0,5.0,5
3615,5061324,1,1,1,0,315000.0,0,4,1,1,-21080,-4369,1,1,1,0,6,2.0,58.0,1.0,5.724137931034483,59
3616,5061332,0,1,1,1,135000.0,0,4,1,1,-13399,-1386,1,0,0,0,6,3.0,41.0,0.0,5.0,41
3617,5061334,0,0,1,0,94500.0,1,4,4,1,-24302,365243,1,0,0,0,17,1.0,29.0,0.0,5.896551724137931,29
3618,5061344,0,0,0,0,67500.0,4,4,1,1,-19754,-2207,1,1,1,0,8,2.0,30.0,0.0,5.9,30
3619,5061346,0,1,1,0,76500.0,1,4,1,1,-21622,365243,1,0,0,0,17,2.0,39.0,1.0,5.871794871794871,40
3620,5061352,0,0,1,0,157500.0,4,4,3,1,-18313,-4946,1,0,0,0,3,1.0,20.0,11.0,5.0,31
3621,5061354,0,0,1,1,225000.0,4,4,1,1,-13048,-440,1,0,0,1,12,3.0,5.0,4.0,5.0,9
3622,5061358,1,0,1,0,65250.0,1,1,1,1,-20872,365243,1,0,0,0,17,2.0,57.0,1.0,5.842105263157895,58
3623,5061361,1,0,1,0,180000.0,0,4,3,1,-9147,-198,1,0,0,0,16,1.0,4.0,9.0,5.0,13
3624,5061362,1,1,1,0,180000.0,4,1,3,1,-9435,-532,1,0,0,0,4,1.0,11.0,0.0,5.909090909090909,11
3625,5061368,0,0,1,1,135000.0,4,4,3,1,-17068,-8325,1,0,0,0,8,2.0,60.0,0.0,5.95,60
3626,5061376,0,1,1,0,247500.0,4,4,1,1,-19751,-2847,1,0,0,1,17,2.0,24.0,21.0,4.958333333333333,45
3627,5061381,1,1,0,0,450000.0,4,4,1,1,-16009,-4642,1,0,0,0,14,2.0,10.0,1.0,5.0,11
3628,5061388,0,1,1,1,225000.0,2,4,1,1,-13649,-1477,1,0,0,1,11,3.0,18.0,23.0,5.222222222222222,41
3629,5061390,0,0,1,0,90000.0,1,4,4,1,-21056,365243,1,0,1,0,17,1.0,52.0,0.0,5.846153846153846,52
3630,5061396,1,0,1,0,72900.0,1,3,1,1,-23423,365243,1,0,0,0,17,2.0,7.0,43.0,3.5714285714285716,50
3631,5061400,0,0,0,0,153000.0,1,4,4,1,-16354,365243,1,0,0,0,17,1.0,33.0,0.0,5.757575757575758,33
3632,5061403,0,1,1,2,180000.0,4,4,1,1,-13014,-1386,1,0,0,1,8,4.0,8.0,0.0,5.0,8
3633,5061409,0,0,1,0,135000.0,1,4,1,1,-22707,365243,1,0,0,0,17,2.0,1.0,41.0,5.0,42
3634,5061411,0,0,1,0,162000.0,4,4,0,1,-14488,-7168,1,1,1,0,2,2.0,29.0,20.0,5.448275862068965,49
3635,5061415,0,0,1,0,157500.0,4,1,1,1,-17144,-1050,1,0,0,1,3,2.0,3.0,16.0,5.0,19
3636,5061418,0,0,1,0,270000.0,0,3,0,1,-14609,-1842,1,1,1,0,14,2.0,26.0,0.0,5.769230769230769,26
3637,5061428,1,0,1,0,225000.0,2,4,1,1,-13764,-1111,1,0,0,0,17,2.0,39.0,0.0,5.0,39
3638,5061429,0,0,1,0,67500.0,1,4,1,1,-24521,365243,1,0,1,0,17,2.0,2.0,4.0,5.0,6
3639,5061430,0,0,1,0,56250.0,1,4,1,1,-23843,365243,1,0,1,0,17,2.0,33.0,8.0,5.515151515151516,41
